"page_url","page_name","has_tables","table_number","tables_markdown"
"https://wiki.nanofab.ucsb.edu/wiki/GCA_6300_USer_Accessible_Commands","GCA_6300_USer_Accessible_Commands","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/GCA_6300_training_manual_-old_instructions","GCA_6300_training_manual_-old_instructions","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/GCA_Old_full_training_manual","GCA_Old_full_training_manual","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Glossary","Glossary","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/GoPro_Hero8_Black_(Internal)","GoPro_Hero8_Black__Internal_","yes","table_1","| 0 | 1 | 2 | 3 | [LINEBREAK] |:----|:----|:----|:--------------------------------------------------| [LINEBREAK] | | | | Head-mounted camera is often aimed high at first. |"
"https://wiki.nanofab.ucsb.edu/wiki/GoPro_Hero8_Black_(Internal)","GoPro_Hero8_Black__Internal_","yes","table_2","| 0 | 1 | 2 | 3 | [LINEBREAK] |:-----------------------------------|:-------------------------|:-----------------------|:------------------------------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | Choose Video mode - 2nd from left. | Use """"Standard"""" settings. | Settings menu options. | """"Standard"""" settings for NanoFab trainings (Initial version; as of 2020-07-01 Demis). Have been slightly updated compared to pic; 2020-10. |"
"https://wiki.nanofab.ucsb.edu/wiki/Gold_Plating_Bench","Gold_Plating_Bench","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Gold_Plating_Bench_(Semcon)","Gold_Plating_Bench__Semcon_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Gold_surface_oxidation_(darkening)_due_to_O2/N2_plasma;_the_need_for_O2_only_recipe.","N2_plasma__the_need_for_O2_only_recipe_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Goniometer","Goniometer","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Goniometer_(Rame-Hart_A-100)_-_Operating_Procedure","Goniometer__Rame-Hart_A-100__-_Operating_Procedure","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Gopikrishnan_G_M","Gopikrishnan_G_M","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/HF_Processing_Bench","HF_Processing_Bench","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/HF_Vapor_Etch","HF_Vapor_Etch","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/HF/TMAH_Processing_Bench","TMAH_Processing_Bench","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/HF/TMAH_Processing_Benches","TMAH_Processing_Benches","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/High_Temp_Oven_(Blue_M)","High_Temp_Oven__Blue_M_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Holographic_Lith/PL_Setup","PL_Setup","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Holographic_Lith/PL_Setup_(Custom)","PL_Setup__Custom_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Homepage_Draft1","Homepage_Draft1","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Hummer_SEM_Sample_Coater_-_Techniques_to_reduce_charging_in_SEMs","Hummer_SEM_Sample_Coater_-_Techniques_to_reduce_charging_in_SEMs","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/IBD:_Calibrating_Optical_Thickness","IBD__Calibrating_Optical_Thickness","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/ICP_Etch_1_(Panasonic_E626I)","ICP_Etch_1__Panasonic_E626I_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/ICP_Etch_1_(Panasonic_E646V)","ICP_Etch_1__Panasonic_E646V_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/ICP_Etch_2_(Panasonic_E626I)","ICP_Etch_2__Panasonic_E626I_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/ICP_Etch_2_(Panasonic_E640)","ICP_Etch_2__Panasonic_E640_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/ICP_Etching_Recipes","ICP_Etching_Recipes","yes","table_1","| 0 | 1 | [LINEBREAK] |:------------------------------------------------------------------------------------------------------------------|:----------------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | ~40µm deep Silicon etch; run as Process Control """"EtchCal"""" (Process Development and Image: Noah Dutra; 2024-10-07) | Example of 16.32µm Deep Etched Silicon with 650nm thick UV6 Photoresist mask; 2µm Pitch. (Image Credit: Noah Dutra 2024-08) |"
"https://wiki.nanofab.ucsb.edu/wiki/ICP_Etching_Recipes","ICP_Etching_Recipes","yes","table_2","| process_for_through_wafer_silicon_etching | process_for_through_wafer_silicon_etching_1 | [LINEBREAK] |:----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | Process to etch through ~550µm Silicon | Demis D. John & Biljana Stamenic 2022-11-11. Please consider our publication policy if you use/modify this process. | [LINEBREAK] | Deposit 150nm Al2O3 on either: Veeco Nexus IBD AJA Sputter 3/4/5 (Check which has Al target installed) | May need to do dep. rate check beforehand. | [LINEBREAK] | Deposit ~3nm SiO2; in situ (same machine as above) | This improves adhesion to photoresist and prevents developer attacking the Al2O3. | [LINEBREAK] | Lithography - your preferred method. Needs approx. ≥500nm thick PR. | | [LINEBREAK] | Etch the Al2O3 in Panasonic ICP 1/2 | Use 50W version. Overetch by ~20%; will also etch through the thin SiO2 layer. | [LINEBREAK] | Strip PR - either in situ; or via NMP 80°C soak followed by PEii Technics ashing. | In situ PR strip appears to give better + faster results. | [LINEBREAK] | If pieces of the wafer are at risk of falling into the chamber; mount the product wafer to a carrier wafer: Logitech Wax Mounting Recipe - Bulk Crystal Bond If you are only etching small holes through the wafer (majority of wafer is intact); then wax-mounting is not necessary. | CONTACT STAFF before attempting this step! Critical - Ensure no wax is present on either side or edge of wafer prior to DSE etching; or wafer may break in the DSE during robot unload! | [LINEBREAK] | Use POLOS spinners with ACE/ISO to clean front and back of wafer. IMPORTANT for wax-mounting; to ensure wax does not stick your wafer to the DSE clamp. Observe carefully for any wax protruding from between wafers - redo spin-clean as needed. | Also make sure wax thickness is not too thick; of long etches could cause wax to seep out from between the wafers. | [LINEBREAK] | DSEiii etch - reduce Dep step to eliminate grassing: Bosch Cycles: Dep: 1.2sec / Etch A: 1.5sec / Etch B: 2.0sec Rate ≈ 4.25µm / min | Can use Lasermonitor and/or Camera to observe when etch is fully through. Trenches may get black/rough; but then clear up when fully etched. Record Helium FLOW during recipe run; for next step (if He leaks). Ok to remove wafer; observe/measure; and re-load for etching. If see black grass and etch rate drops; may need to run an O2 plasma with Technics PEii few min to remove polymer; Increase EtchA step time (eg. by 50-100%) and then continue the etch. | [LINEBREAK] | If you did not wax-mount your wafer; the recipe will eventually fail for Helium Pressure/Flow out of compliance. This is because the cooling Helium leaks through the wafer when the openings get fully etched through. Once this happens; Leave your wafer in the chamber; then Edit recipe to set Helium Cooling (first step only) to """"Flow Control Only"""". Set to typical flow of normal process from above (Something like ~6sccm? Not sure. Exact value is not critical) Re-run the recipe with He on Flow-control only until etch is complete. | | [LINEBREAK] | Strip Al2O3/SiO2 either with Buffered HF; or same Pan1/2 dry etch as above. BHF: Eg. ~2min to fully remove SiO2 + Al2O3; with overetch. | See etch BHF rates of the thin-films on this table. | [LINEBREAK] | IF wax-mounted - either dissolve in Acetone overnight (make sure to excess-fill enough and cover tightly with tinfoil so it doesn''t dry up); complete with ACE/ISO rinse OR place wafer on tinfoil-covered hotplate at 150°C; and slide product wafer off; then ACE/ISO clean (eg. POLOS) to remove wax. | | [LINEBREAK] | If you publish using the above process; please consider our publication policy. This process was developed by Biljana Stamenic and Demis D. John; 2022. | If you publish using the above process; please consider our publication policy. This process was developed by Biljana Stamenic and Demis D. John; 2022. |"
"https://wiki.nanofab.ucsb.edu/wiki/ICP_Etching_Recipes","ICP_Etching_Recipes","yes","table_3","| 50w_sio2_etch_w__ru_hardmask | 200w_sio2_etch_w__ru_hardmask__ning_cao_ | [LINEBREAK] |:-------------------------------|:-------------------------------------------| [LINEBREAK] | | |"
"https://wiki.nanofab.ucsb.edu/wiki/ICP-Etch_(Unaxis_VLR)","ICP-Etch__Unaxis_VLR_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/ICP-PECVD_(Unaxis_VLR)","ICP-PECVD__Unaxis_VLR_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/IR_Aligner_(SUSS_MJB-3_IR)","IR_Aligner__SUSS_MJB-3_IR_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/IR_Thermal_Microscope_(QFI)","IR_Thermal_Microscope__QFI_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/IR_Thermal_Microscope_(QFI)_-_Standard_Operating_Procedure_(HotSpot/ThermalEmission)","ThermalEmission_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/InP_Etch_Rate_and_Selectivity_(InP/SiO2)","SiO2_","yes","table_1","| 0 | 1 | 2 | 3 | 4 | [LINEBREAK] |:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:--------------------| [LINEBREAK] | 1.4 mT; 125/800W; Cl2/H2/Ar flow-rate=6.3/12.7/2 sccm; chuck temperature=200 C; and etch time=90s (Prior to the etch; do O2 plasma chamber clean for 15 minutes; then; chamber coating with the same recipe and a quarter dummy InP on carrier for 15 minutes. | 1.4 mT; 125/800W; Cl2/H2/Ar flow-rate=6.3/12.7/2 sccm; chuck temperature=200 C; and etch time=90s (Prior to the etch; do O2 plasma chamber clean for 15 minutes; then; chamber coating with the same recipe and a quarter dummy InP on carrier for 15 minutes. | 1.4 mT; 125/800W; Cl2/H2/Ar flow-rate=6.3/12.7/2 sccm; chuck temperature=200 C; and etch time=90s (Prior to the etch; do O2 plasma chamber clean for 15 minutes; then; chamber coating with the same recipe and a quarter dummy InP on carrier for 15 minutes. | 1.4 mT; 125/800W; Cl2/H2/Ar flow-rate=6.3/12.7/2 sccm; chuck temperature=200 C; and etch time=90s (Prior to the etch; do O2 plasma chamber clean for 15 minutes; then; chamber coating with the same recipe and a quarter dummy InP on carrier for 15 minutes. | | [LINEBREAK] | Date | Sample# | InP Etch Rate (um/min) | Selectivity (InP/SiO2) | Profile SEM Picture | [LINEBREAK] | 10/4/2016 | InP#1613 | 0.92 | 8.9 | [1] | [LINEBREAK] | 12/1/2016 | InP#1614 | 0.96 | 12.1 | [2] | [LINEBREAK] | 12/15/2016 | InP#1615 | 0.91 | 9.3 | [3] | [LINEBREAK] | 1/23/2017 | InP#1701 | 0.93 | 9.4 | [4] | [LINEBREAK] | 2/7/2017 | InP#1702 | 0.75 | 7.7 | [5] | [LINEBREAK] | 2/21/2017 | InP#1703 | 0.91 | 11.3 | [6] | [LINEBREAK] | 3/21/2017 | InP#1704 | 1.01 | 11.3 | [7] | [LINEBREAK] | 4/20/2017 | inP#1705 | 0.88 | 10.2 | [8] | [LINEBREAK] | 5/4/2017 | InP#1706 | 0.84 | 11 | [9] | [LINEBREAK] | 5/19/2017 | InP#1707 | 0.82 | 9.9 | [10] | [LINEBREAK] | 7/6/2017 | InP#1708 | 0.98 | 12.1 | [11] | [LINEBREAK] | 8/16/2017 | InP#1709 | 0.76 | 8 | [12] | [LINEBREAK] | 8/28/2017 | InP#1710 | 1 | 11.7 | [13] | [LINEBREAK] | 10/11/2017 | InP#1711 | 1 | 11 | [14] | [LINEBREAK] | 10/23/2017 | InP#1712 | 1.11 | 13.1 | [15] | [LINEBREAK] | 11/21/2017 | InP#1713 | 1.04 | 12.1 | [16] | [LINEBREAK] | 12/7/2017 | InP#1714 | 0.96 | 10.4 | [17] | [LINEBREAK] | 1/2/2018 | InP#1801 | 1.44 | 14.3 | [18] | [LINEBREAK] | 3/1/2018 | InP#1802 | 0.96 | 9 | [19] | [LINEBREAK] | 4/5/2018 | InP#1803 | 1.05 | 11.9 | [20] | [LINEBREAK] | 4/10/2018 | InP#1804 | 1.12 | 12.8 | [21] | [LINEBREAK] | 4/26/2018 | InP#1805 | 1.29 | 13.6 | [22] | [LINEBREAK] | 5/22/2018 | InP#1806 | 0.88 | 8.4 | [23] | [LINEBREAK] | 8/7/2018 | InP#1807 | 0.81 | 8.0 | [24] | [LINEBREAK] | 10/3/2018 | InP#1808 | 1.01 | 13.7 | [25] | [LINEBREAK] | 12/10/2018 | InP#1809 | 1.01 | 11.4 | [26] | [LINEBREAK] | 1/31/2019 | InP#1901 | 0.88 | 9.7 | [27][28] | [LINEBREAK] | 8/30/2020 | InP#2001 | 1.11 | 10.4 | [29] | [LINEBREAK] | 2/3/2021 | InP#2101 | 1.30 | 16 | [30][31] | [LINEBREAK] | 11/8/2021 | InP#2102 | 1.24 | 13.8 | [32][33] |"
"https://wiki.nanofab.ucsb.edu/wiki/InP_Etch_Test_Result_in_Details","InP_Etch_Test_Result_in_Details","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/InP_Etch_Test-in_details","InP_Etch_Test-in_details","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/InP_Etch_test_-details","InP_Etch_test_-details","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/InP_etch_result_in_details","InP_etch_result_in_details","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Inspection,_Test_and_Characterization","Inspection__Test_and_Characterization","yes","table_1","| 0 | 1 | [LINEBREAK] |:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | Photoresists and Lithography Chemicals See the Chemical Datasheets page. Auto. Coat/Develop (S-Cubed Flexi) Contact Aligners (Optical Exposure) Contact Aligners (SUSS MJB-3) Contact Aligner (SUSS MA-6) DUV Flood Expose Direct-Write Lithography E-Beam Lithography System (Raith EBPG 5150+) E-Beam Lithography (Nabity v9) Focused Ion-Beam Lithography (Raith Velion) Maskless Aligner (Heidelberg MLA150) Other Patterning Systems Holographic Litho/PL Setup (Custom) | Steppers (Optical Exposure) Stepper 1 (GCA 6300; i-line) Stepper 2 (AutoStep 200; i-line) Stepper 3 (ASML DUV; Deep-UV) Thermal Processing for Photolithography Ovens - Overview of all lab ovens Ovens 1; 2 & 3 (Labline) Oven 4 (Fisher) Oven 5 (Labline) High Temp Oven (Blue M) Lithography Support The Spinner Benches have pre-set hotplates at various temperatures appropriate for common photoresist bakes. POLOS spinners on Develop and Solvent benches Spin/Rinse/Dryer |"
"https://wiki.nanofab.ucsb.edu/wiki/Inspection,_Test_and_Characterization","Inspection__Test_and_Characterization","yes","table_2","| 0 | 1 | [LINEBREAK] |:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | Physical Vapor Deposition (PVD) Thermal Evaporation E-Beam 1 (Sharon) E-Beam 2 (Custom) E-Beam 3 (Temescal) E-Beam 4 (CHA) E-Beam 5 (Plasys) Thermal Evap 1 Thermal Evap 2 (Solder) Sputter Deposition Sputter 3 (AJA ATC 2000-F) Sputter 4 (AJA ATC 2200-V) Sputter 5 (AJA ATC 2200-V) Ion Beam Deposition (Veeco NEXUS) SEM Sample Coater (Hummer) | Chemical Vapor Deposition (CVD) PECVD 1 (PlasmaTherm 790) PECVD 2 (Advanced Vacuum) ICP-PECVD (Unaxis VLR) Molecular Vapor Deposition Atomic Layer Deposition (Oxford FlexAL) |"
"https://wiki.nanofab.ucsb.edu/wiki/Inspection,_Test_and_Characterization","Inspection__Test_and_Characterization","yes","table_3","| 0 | 1 | [LINEBREAK] |:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | Reactive Ion Etching (RIE) RIE 2 (MRC) RIE 5 (PlasmaTherm) Plasma Etching and Cleaning Plasma Clean (YES EcoClean) Plasma Activation (EVG 810) Ashers (Technics PEII) Etch Monitoring Laser Etch Monitoring (Endpoint Detection) Optical Emission Spectra Residual Gas Analyzer (RGA) | ICP-RIE ICP Etch 1 (Panasonic E646V) ICP Etch 2 (Panasonic E626I) Oxford ICP Etcher (PlasmaPro 100 Cobra) Fluorine ICP (PlasmaTherm/SLR Fluorine Etcher) Plasma-Therm DSE-iii (PlasmaTherm/Deep Silicon Etcher) Ion Milling and Reactive Ion Beam Etching CAIBE (Oxford Ion Mill) Focused Ion-Beam Lithography (Raith Velion) Other Dry Etching UV Ozone Reactor XeF2 Etch (Xetch) Vapor HF Etch |"
"https://wiki.nanofab.ucsb.edu/wiki/Inspection,_Test_and_Characterization","Inspection__Test_and_Characterization","yes","table_4","| 0 | 1 | [LINEBREAK] |:--------------------------------------------------------------------------------------------------------------------------------------------------------------------|:------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | Wet Benches Solvent Cleaning Benches Spin Coat Benches Develop Benches Toxic Corrosive Benches Wafer Toxic Corrosive Bench HF/TMAH Processing Benches Plating Bench | Gold Plating Bench (Semcon) Spin Rinse Dryer (SemiTool) Chemical-Mechanical Polisher (Logitech) Mechanical Polisher (Allied) Auto. Coat/Develop (S-Cubed Flexi) Auto. Wet-Processing Spinners (POLOS) |"
"https://wiki.nanofab.ucsb.edu/wiki/Inspection,_Test_and_Characterization","Inspection__Test_and_Characterization","yes","table_5","| 0 | 1 | [LINEBREAK] |:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | Rapid Thermal Annealer/Processor """"RTA"""" (AET RX6) Rapid Thermal Processor (SSI Solaris 150) Tube Furnace (Tystar 8300) Tube Furnace Wafer Bonding (Thermco) Tube Furnace AlGaAs Oxidation (Lindberg) Wafer Bonder (SUSS SB6-8E) Wafer Bonder/Wax Mounting (Logitech WBS2) | Ovens - Overview of all Lab Ovens Ovens 1; 2 & 3 (Labline) Oven 4 (Thermo-Fisher HeraTherm) Oven 5 (Labline) High Temp Oven (Blue M) |"
"https://wiki.nanofab.ucsb.edu/wiki/Inspection,_Test_and_Characterization","Inspection__Test_and_Characterization","yes","table_6","| 0 | 1 | [LINEBREAK] |:----------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | Die Singulation / Down-sizing Dicing Saw (ADT) Manual Wafer Cleaver (PELCO Flipscribe) Automated Wafer Cleaver (Loomis LSD-155LT) Other Packaging Vacuum Sealer | Wafer/Die Bonding Flip-Chip Bonder (Finetech) Wafer Bonder (SUSS SB6-8E) Wafer Bonder/Wax Mounting (Logitech WBS2) |"
"https://wiki.nanofab.ucsb.edu/wiki/Inspection,_Test_and_Characterization","Inspection__Test_and_Characterization","yes","table_7","| 0 | 1 | [LINEBREAK] |:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | Optical Microscopy Optical Microscopes - General Use Fluorescence Microscope (Olympus MX51) Deep UV Optical Microscope (Olympus) Laser Scanning Confocal M-scope (Olympus LEXT) Digital Microscope #7 (Olympus DSX1000) Near-IR Inspection Scope (MJB-IR) Electron Microscopy SEM 1 (JEOL IT800SHL) SEM 2 (JEOL IT800SHL) w/ EDAX SEM Sample Coater (Hummer) Topographical Metrology Step Profilometer (KLA Tencor P-7) Step Profilometer (DektakXT) Atomic Force Microsope (Bruker ICON) Laser Scanning Confocal M-scope (Olympus LEXT) | Thin-Film/Material Analysis Thickness + Optical Constants Ellipsometer (Woollam) Optical Film Thickness (Microscope-Mounted Filmetrics F-40-UV) Optical Film Thickness & Wafer-Mapping (Filmetrics F50) Reflection/Transmission Spectra & Optical Film Thickness (Filmetrics F10-RT-UVX) Electrical Analysis Probe Station & Source/Meter Units Resistivity Mapper (CDE RESMAP) Thermal HotSpot IR Microscope (QFI) Other Properties Film Stress (Tencor Flexus) Particle Counts (KLA/Tencor Surfscan) Photoluminescence PL Setup (Custom) |"
"https://wiki.nanofab.ucsb.edu/wiki/Intellemetrics_Laser_Etch_Monitor_Procedure_for_Panasonic_ICP_Etchers","Intellemetrics_Laser_Etch_Monitor_Procedure_for_Panasonic_ICP_Etchers","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Intellemetrics_Laser_Etch_Monitor_Procedure_for_Plasma-Therm_Etchers","Intellemetrics_Laser_Etch_Monitor_Procedure_for_Plasma-Therm_Etchers","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Ion_Beam_Deposition_(Veeco_NEXUS)","Ion_Beam_Deposition__Veeco_NEXUS_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/JEOL_IT800SHL_-_Reduced_Charging_Imaging_Modes","JEOL_IT800SHL_-_Reduced_Charging_Imaging_Modes","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Jack_Whaley","Jack_Whaley","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/KLA_Tencor_P7_-_Basic_profile_instructions","KLA_Tencor_P7_-_Basic_profile_instructions","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/KLA_Tencor_P7_-_Saving_Profile_Data","KLA_Tencor_P7_-_Saving_Profile_Data","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/KLayout_Design_Tips","KLayout_Design_Tips","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Lab_Rules","Lab_Rules","yes","table_1","| 0 | 1 | 2 | 3 | 4 | [LINEBREAK] |:---------|:------------------------|:------|:---------------|:------------------------------| [LINEBREAK] | Material | Model | Color | Thickness | Sizes | [LINEBREAK] | PVC | Kimtech G5 Co-Polymer | Clear | 0.1mm (4mil) | S; M; L; XL | [LINEBREAK] | Latex | Kimtech G3 Latex | Tan | 0.2mm (8mil) | 6; 6.5; 7; 7.5; 8; 8.5; 9; 10 | [LINEBREAK] | Nitrile | Best CleaN-Dex Ultimate | White | 0.15mm (6mil) | XS; S; M; L; XL | [LINEBREAK] | Nitrile | MAPA StanSolve A-30 | Green | 0.28mm (11mil) | 7; 8; 9; 10; 11 | [LINEBREAK] | Blend | MAPA TRIonic E-194 | Tan | 0.5mm (20mil) | 6; 7; 8; 9; 10; 11 |"
"https://wiki.nanofab.ucsb.edu/wiki/Lab_Rules_OLD_2018","Lab_Rules_OLD_2018","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Lab_Rules_backup","Lab_Rules_backup","yes","table_1","| material | manufacturer_model | color | thickness | stocked_sizes | [LINEBREAK] |:-----------|:------------------------|:--------|:----------------|:------------------------------| [LINEBREAK] | PVC | Kimtech G5 Co-Polymer | Clear | 0.10mm (4 mil) | S; M; L; XL | [LINEBREAK] | Latex | Kimtech G3 Latex | Tan | 0.20mm (8 mil) | 6; 6.5; 7; 7.5; 8; 8.5; 9; 10 | [LINEBREAK] | Nitrile | Best CleaN-Dex Ultimate | White | 0.15mm (6 mil) | XS; S; M; L; XL | [LINEBREAK] | Nitrile | MAPA StanSolve A-30 | Green | 0.28mm (11 mil) | 7; 8; 9; 10; 11 | [LINEBREAK] | Blend | MAPA TRIonic E-194 | Tan | 0.50mm (20 mil) | 6; 7; 8; 9; 10; 11 |"
"https://wiki.nanofab.ucsb.edu/wiki/Laser_Etch_Monitor_Simulation_in_Python","Laser_Etch_Monitor_Simulation_in_Python","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Laser_Etch_Monitoring","Laser_Etch_Monitoring","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Laser_Scanning_Confocal_M-scope_(Olympus_LEXT)","Laser_Scanning_Confocal_M-scope__Olympus_LEXT_","no","no_tables",""
"https://wiki.nanofab.ucsb.edu/wiki/Lee_Sawyer","Lee_Sawyer","yes","table_1","| 0 | 1 | [LINEBREAK] |:-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| [LINEBREAK] | Contact Aligner (SUSS MA-6) Suss Aligners (SUSS MJB-3) Wafer Bonder (SUSS SB6-8E) DUV Flood Expose Molecular Vapor Deposition ICP Etch 1 (Panasonic E626I) RIE 2 (MRC) RIE 3 (MRC) | UV Ozone Reactor Plasma Activation (EVG 810) Dicing Saw (ADT) Goniometer (Rame-Hart A-100) Plasma Clean (YES EcoClean) Film Stress (Tencor Flexus) Maskless Aligner (Heidelberg MLA150) E-Beam 2 (Custom) |"
