url,title,content,chunk_number,total_chunks,character_count,content_type
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 1,"{""substrate_chuck_substrate_size"":""1/4 of 2\""\"" or less"",""substrate_chuck_chuck_name"":""SMALL 1/4 of 2\""\"" chuck-500um"",""substrate_chuck_substrate__thickness_s"":""350um=0.350mm"",""loading_chuck_shim_pick_right_chuck"":""1/4 of 2\""\""/500um+shim"",""loading_chuck_shim_shim"":""130um"",""stepper_chuck_size"":""142"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.646mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.646+0.350+0.130=12.126mm"",""comment"":""OK"",""comment_1"":""≤350um; use shim 130-230um""}",1,33,516,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 2,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":""(Adam:1/4 2\""\"")"",""substrate_chuck_substrate__thickness_s"":""400um=0.500mm"",""loading_chuck_shim_pick_right_chuck"":""1/4of2\""\""/500um+shim"",""loading_chuck_shim_shim"":""130um"",""stepper_chuck_size"":""142"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.646mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.646+0.400+0.130=12.176mm"",""comment"":""OK"",""comment_1"":""(350-500)um; use shim 130-180um""}",2,33,485,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 3,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""500um=0.500mm"",""loading_chuck_shim_pick_right_chuck"":""1/4of2\""\""/500um"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""142"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.646mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.646+0.500=12.146mm"",""comment"":""OK"",""comment_1"":""""}",3,33,424,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 4,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""604um=0.604mm"",""loading_chuck_shim_pick_right_chuck"":""1/4of2\""\""/500um"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""142"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.646mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.646+0.604=12.25mm"",""comment"":""OK"",""comment_1"":""limit""}",4,33,428,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 5,"{""substrate_chuck_substrate_size"":""1/4 of 2\""\"" or less"",""substrate_chuck_chuck_name"":""SMALL 1/4 of 2\""\"" chuck-635um"",""substrate_chuck_substrate__thickness_s"":""350um=0.350mm"",""loading_chuck_shim_pick_right_chuck"":""1/4of2\""\""/635um+shim"",""loading_chuck_shim_shim"":""180um"",""stepper_chuck_size"":""142"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.536mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.536+0.350+0.180=12.126mm"",""comment"":""OK"",""comment_1"":""≤350um; use shim 180-260um""}",5,33,514,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 6,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":""(Adam:1/4 2\""\"")"",""substrate_chuck_substrate__thickness_s"":""500um=0.500mm"",""loading_chuck_shim_pick_right_chuck"":""1/4of2\""\""/635um+shim"",""loading_chuck_shim_shim"":""130um"",""stepper_chuck_size"":""142"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.536mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.536+0.500+0.130=12.166mm"",""comment"":""OK"",""comment_1"":""""}",6,33,454,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 7,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""635um=0.635mm"",""loading_chuck_shim_pick_right_chuck"":""1/4of2\""\""/635um"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""142"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.536mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.536+0.635=12.171mm"",""comment"":""OK"",""comment_1"":""""}",7,33,424,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 8,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""714um=0.635mm"",""loading_chuck_shim_pick_right_chuck"":""1/4of2\""\""/635um"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""142"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.536mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.536+0.714=12.250mm"",""comment"":""OK"",""comment_1"":""limit""}",8,33,429,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 9,"{""substrate_chuck_substrate_size"":""2\""\"" and smaller"",""substrate_chuck_chuck_name"":""SMALL 2\""\"" CHUCK-500um"",""substrate_chuck_substrate__thickness_s"":""350um=0.35mm"",""loading_chuck_shim_pick_right_chuck"":""2\""\""/500um+shim"",""loading_chuck_shim_shim"":""130um"",""stepper_chuck_size"":""2 (for 2\""\"")"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.650mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.650+0.350+0.130=12.130mm"",""comment"":""OK"",""comment_1"":""≤350um; use shim 130-230um""}",9,33,508,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 10,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":""(Adam:2\""\"")"",""substrate_chuck_substrate__thickness_s"":""500um=0.500mm"",""loading_chuck_shim_pick_right_chuck"":""2\""\""/500um"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""2 (for 2\""\"")"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.650mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.650+0.500=12.150mm"",""comment"":""OK"",""comment_1"":""""}",10,33,441,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 11,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""600um=0.600mm"",""loading_chuck_shim_pick_right_chuck"":""2\""\""/500um"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""2 (for 2\""\"")"",""wafer_diameter_wafer_size"":""50.8mm"",""target_thickness_chuck__thickness_c"":""11.650mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.650+0.600=12.250mm"",""comment"":""OK"",""comment_1"":""limit""}",11,33,434,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 12,"{""substrate_chuck_substrate_size"":""3\""\"" and smaller"",""substrate_chuck_chuck_name"":""3\""\"" CHUCK-635um"",""substrate_chuck_substrate__thickness_s"":""350um=0.350mm"",""loading_chuck_shim_pick_right_chuck"":""3\""\""/635um+shim"",""loading_chuck_shim_shim"":""130um"",""stepper_chuck_size"":""3 (for 3\""\"")"",""wafer_diameter_wafer_size"":""76.2mm"",""target_thickness_chuck__thickness_c"":""11.570mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.570+0.350+0.130=12.050mm"",""comment"":""OK"",""comment_1"":""≤350um; use shim 130-260um""}",12,33,503,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 13,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":""(Adam: 76.2mm)"",""substrate_chuck_substrate__thickness_s"":""500um=0.500mm"",""loading_chuck_shim_pick_right_chuck"":""3\""\""/635um"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""3 (for 3\""\"")"",""wafer_diameter_wafer_size"":""76.2mm"",""target_thickness_chuck__thickness_c"":""11.570mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.570+0.500=12.070mm"",""comment"":""OK"",""comment_1"":""""}",13,33,443,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 14,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""680um=0.680mm"",""loading_chuck_shim_pick_right_chuck"":""3\""\""/635um"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""3 (for 3\""\"")"",""wafer_diameter_wafer_size"":""76.2mm"",""target_thickness_chuck__thickness_c"":""11.570mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.570+0.680=12.250mm"",""comment"":""OK"",""comment_1"":""limit""}",14,33,434,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 15,"{""substrate_chuck_substrate_size"":""4\""\"" and smaller"",""substrate_chuck_chuck_name"":""STANDARD CHUCK-500um"",""substrate_chuck_substrate__thickness_s"":""350um=0.350mm"",""loading_chuck_shim_pick_right_chuck"":""4\""\""/500um+shim"",""loading_chuck_shim_shim"":""130um"",""stepper_chuck_size"":""100 (for 4\""\"")"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.630mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.630+0.350+0.130=12.11mm"",""comment"":""OK"",""comment_1"":""≤350um; use shim 130-260um""}",15,33,506,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 16,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":""(Adam: 100mm)"",""substrate_chuck_substrate__thickness_s"":""500um=0.500mm"",""loading_chuck_shim_pick_right_chuck"":""4\""\""/500um"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""100 (for 4\""\"")"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.630mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.630+0.500=12.13mm"",""comment"":""OK"",""comment_1"":""""}",16,33,442,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 17,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""620um=0.620mm"",""loading_chuck_shim_pick_right_chuck"":""4\""\""/500um"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""100 (for 4\""\"")"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.630mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.630+0.620=12.25mm"",""comment"":""OK"",""comment_1"":""limit""}",17,33,434,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 18,"{""substrate_chuck_substrate_size"":""4\""\"" and smaller"",""substrate_chuck_chuck_name"":""BIG METAL CHUCK"",""substrate_chuck_substrate__thickness_s"":""350um=0.350mm"",""loading_chuck_shim_pick_right_chuck"":""Al 100mm"",""loading_chuck_shim_shim"":""130um"",""stepper_chuck_size"":""100 (for 4\""\"")"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.570mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.570+0.350+0.130=12.050mm"",""comment"":""OK"",""comment_1"":""≤350um; use shim 130-260um""}",18,33,494,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 19,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":""( Adam:Al 100mm)"",""substrate_chuck_substrate__thickness_s"":""500um=0.500mm"",""loading_chuck_shim_pick_right_chuck"":""Al 100mm"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""100 (for 4\""\"")"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.570mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.570+0.500=12.070mm"",""comment"":""OK"",""comment_1"":""""}",19,33,443,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 20,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""635um=0.635mm"",""loading_chuck_shim_pick_right_chuck"":""Al 100mm"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""100 (for 4\""\"")"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.570mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.570+0.635=12.205mm"",""comment"":""OK"",""comment_1"":""""}",20,33,427,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 21,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""680um=0.680mm"",""loading_chuck_shim_pick_right_chuck"":""Al 100mm"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""100 (for 4\""\"")"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.570mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.570+0.680=12.250mm"",""comment"":""OK"",""comment_1"":""limit""}",21,33,432,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 22,"{""substrate_chuck_substrate_size"":""4\""\"" and smaller"",""substrate_chuck_chuck_name"":""BLACK MULTI -720um"",""substrate_chuck_substrate__thickness_s"":""350um=0.350mm"",""loading_chuck_shim_pick_right_chuck"":""Black multi+shim"",""loading_chuck_shim_shim"":""260um"",""stepper_chuck_size"":""7100"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.440mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.440+0.350+0.260=12.05mm"",""comment"":""OK"",""comment_1"":""limit""}",22,33,472,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 23,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":""( Adam:Black multi)"",""substrate_chuck_substrate__thickness_s"":""500um=0.500mm"",""loading_chuck_shim_pick_right_chuck"":""Black multi+shim"",""loading_chuck_shim_shim"":""130um"",""stepper_chuck_size"":""7100"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.440mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.440+0.500+0.130=12.07mm"",""comment"":""OK"",""comment_1"":""use shim 130-230um""}",23,33,469,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 24,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""550um=0.550mm"",""loading_chuck_shim_pick_right_chuck"":""Black multi+shim"",""loading_chuck_shim_shim"":""260um"",""stepper_chuck_size"":""7100"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.440mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.440+0.550+0.260=12.25mm"",""comment"":""OK"",""comment_1"":""limit""}",24,33,437,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 25,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""720um=0.720mm"",""loading_chuck_shim_pick_right_chuck"":""Black multi"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""7100"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.440mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.440+0.720=12.16mm"",""comment"":""OK"",""comment_1"":""""}",25,33,418,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 26,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""810um=0.810mm"",""loading_chuck_shim_pick_right_chuck"":""Black multi"",""loading_chuck_shim_shim"":""no"",""stepper_chuck_size"":""7100"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.440mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.440+0.810=12.25mm"",""comment"":""OK"",""comment_1"":""limit""}",26,33,423,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 27,"{""substrate_chuck_substrate_size"":""4\""\"" and smaller"",""substrate_chuck_chuck_name"":""UNIVERSAL-1000um"",""substrate_chuck_substrate__thickness_s"":""350um=0.350mm"",""loading_chuck_shim_pick_right_chuck"":""Universal chuck+shim"",""loading_chuck_shim_shim"":""600um"",""stepper_chuck_size"":""100 (for 4\""\"" or smaller)"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.200mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.200+0.350+0.600=12.15mm"",""comment"":""OK"",""comment_1"":""use 600um shim""}",27,33,505,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 28,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""500um=0.500mm"",""loading_chuck_shim_pick_right_chuck"":""Universal chuck+shim"",""loading_chuck_shim_shim"":""450mm"",""stepper_chuck_size"":""100 (for 4\""\"" or smaller)"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.200mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.200+0.500+0.450=12.15mm"",""comment"":""OK"",""comment_1"":""use 450um shim""}",28,33,472,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 29,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""635um=0.635mm"",""loading_chuck_shim_pick_right_chuck"":""Universal chuck+shim"",""loading_chuck_shim_shim"":""260um"",""stepper_chuck_size"":""100 (for 4\""\"" or smaller)"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.200mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.200+0.635+0.260=12.095mm"",""comment"":""OK"",""comment_1"":""use 260um shim""}",29,33,473,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 30,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""680um=0.680mm"",""loading_chuck_shim_pick_right_chuck"":""Universal chuck+shim"",""loading_chuck_shim_shim"":""260um"",""stepper_chuck_size"":""100 (for 4\""\"" or smaller)"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.200mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.200+0.680+0.260=12.14mm"",""comment"":""OK"",""comment_1"":""use 260um shim""}",30,33,472,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 31,"{""substrate_chuck_substrate_size"":"""",""substrate_chuck_chuck_name"":"""",""substrate_chuck_substrate__thickness_s"":""1000um=1.000mm"",""loading_chuck_shim_pick_right_chuck"":""Universal chuck+shim"",""loading_chuck_shim_shim"":""no shim"",""stepper_chuck_size"":""100 (for 4\""\"" or smaller)"",""wafer_diameter_wafer_size"":""100mm"",""target_thickness_chuck__thickness_c"":""11.200mm"",""target_thickness_c_s_12_150_______0_1_mm"":""11.200+0.350+0.600=12.15mm"",""comment"":""OK"",""comment_1"":""""}",31,33,461,table_row
"https://wiki.nanofab.ucsb.edu/wiki/Stepper_2_(Autostep_200)_-_Table_of_Chucks,_Shims,_Target_Thicknesses",Stepper_2__Autostep_200__-_Table_of_Chucks__Shims__Target_Thicknesses - table_1 - Row 32,"{""substrate_chuck_substrate_size"":""6\""\"""",""substrate_chuck_chuck_name"":""We do have chuck"",""substrate_chuck_substrate__thickness_s"":""custom puddles"",""loading_chuck_shim_pick_right_chuck"":""SHIMS: Shims can be cut from other material (cabinet next to stepper; first drawer. Shim Thickness: 0.01mm to 0.75mm (each color- represents different thickness)"",""loading_chuck_shim_shim"":""SHIMS: Shims can be cut from other material (cabinet next to stepper; first drawer. Shim Thickness: 0.01mm to 0.75mm (each color- represents different thickness)"",""stepper_chuck_size"":""SHIMS: Shims can be cut from other material (cabinet next to stepper; first drawer. Shim Thickness: 0.01mm to 0.75mm (each color- represents different thickness)"",""wafer_diameter_wafer_size"":""SHIMS: Shims can be cut from other material (cabinet next to stepper; first drawer. Shim Thickness: 0.01mm to 0.75mm (each color- represents different thickness)"",""target_thickness_chuck__thickness_c"":""SHIMS: Shims can be cut from other material (cabinet next to stepper; first drawer. Shim Thickness: 0.01mm to 0.75mm (each color- represents different thickness)"",""target_thickness_c_s_12_150_______0_1_mm"":""SHIMS: Shims can be cut from other material (cabinet next to stepper; first drawer. Shim Thickness: 0.01mm to 0.75mm (each color- represents different thickness)"",""comment"":""SHIMS: Shims can be cut from other material (cabinet next to stepper; first drawer. Shim Thickness: 0.01mm to 0.75mm (each color- represents different thickness)"",""comment_1"":""SHIMS: Shims can be cut from other material (cabinet next to stepper; first drawer. Shim Thickness: 0.01mm to 0.75mm (each color- represents different thickness)""}",32,33,1676,table_row
